id,co2,inoc,n.trt,rep,sow_date,rack,germ_date,thin_date,harvest_date,focal.area,tla,focal.biomass,leaf.biomass,chlor.biomass,stem.biomass,root.biomass,nodule.biomass,total.biomass,nod.root.ratio,nmass.focal,nmass.nod,nmass.tl,nmass.tr,nmass.ts,cmass.focal,cmass.nod,cmass.tl,cmass.tr,cmass.ts,chlA.ugml,chlB.ugml,chlA.gml,chlB.gml,chlA.g,chlB.g,chlA.gm2,chlB.gm2,chlA.mmolm2,chlB.mmolm2,chl.mmolm2,chlA.chlB,disk.area,chl.leaf.area,tleaf,anet,anet.growth,gsw,gsw.growth,ci.ca,vcmax25,jmax25,jmax25.vcmax25,rd25,tpu,leaf.d13c,leaf.d15n,ndfa,chi,beta,marea,narea,p.rubisco,p.bioe,p.lightharv,p.photo,p.structure,pnue,pnue.growth,iwue,iwue.growth,stomlim,leaf.totaln,stem.totaln,root.totaln,root.totalc,nod.totaln,nod.totalc,wpn,cbg,ncost,bvr
e_y_0_1,elv,inoc,0,1,6/17/22,6b,6/23/22,7/2/22,8/6/22,24.603,276.728,0.183,1.763,0.134,0.582,1.308,0.319,4.106,0.243883792,0.021,0.0637,0.02,0.0139,0.0198,0.4204,0.4604,0.4132,0.4139,0.4058,2.6491,0.4311,2.65E-06,4.31E-07,2.65E-05,4.31E-06,0.0882,0.0143,0.0987,0.0158,0.1145,6.1451,3.005,22.09,25.02,20.689,28.815,0.358,0.236,0.725,97.98,173.197,1.768,3.436,10.737,-24.99,-0.74,100,0.6696,152.5551,74.3812,1.5583,0.4907,0.0884,0.0328,0.6119,0.091,13.27677143,18.49147857,57.7905,122.0975,0.2548,0.042,0.0115,0.0181,0.5413,0.0203,0.1469,0.0919,0.6882,7.4848,0.684
e_y_0_2,elv,inoc,0,2,6/17/22,5t,6/21/22,7/2/22,8/6/22,24.008,331.333,0.156,2.017,0.172,0.63,1.139,0.371,4.329,0.32572432,0.0226,0.0571,0.0229,0.0145,0.0166,0.4197,0.4048,0.4503,0.4194,0.4134,3.2759,0.8047,3.28E-06,8.05E-07,3.28E-05,8.05E-06,0.1068,0.0262,0.1195,0.0289,0.1484,4.071,3.068,22.727,25.011,20.708,31.23,0.334,0.294,0.709,96.124,180.354,1.876,2.531,11.367,-25.56,-1.24,56.73,0.696,195.51,64.9783,1.4653,0.512,0.0979,0.0316,0.6415,0.0802,14.13262857,21.3136,62,106.2245,0.2624,0.0536,0.0105,0.0165,0.4777,0.0212,0.1502,0.1018,0.6278,6.1693,0.722
e_y_0_3,elv,inoc,0,3,6/17/22,4t,6/22/22,7/2/22,8/6/22,24.75,378.484,0.147,2.098,0.152,0.724,1.391,0.401,4.766,0.288281812,0.0346,0.0605,0.0311,0.0138,0.0193,0.4326,0.4248,0.4522,0.4239,0.4083,2.3859,1.6836,2.39E-06,1.68E-06,2.39E-05,1.68E-05,0.0782,0.0551,0.0875,0.0608,0.1482,1.4172,3.053,22.221,25.01,21.054,33.211,0.258,0.171,0.626,100.959,182.416,1.807,1.105,11.732,-24.42,-1.14,73.06,0.6432,120.1858,59.3939,2.0562,0.3832,0.0706,0.0228,0.4765,0.0504,10.23918571,16.15149286,81.6047,194.2164,0.3217,0.0755,0.014,0.0191,0.5897,0.0243,0.1704,0.1329,0.7601,5.7185,0.794
e_y_0_4,elv,inoc,0,4,6/17/22,6t,6/22/22,7/2/22,8/6/22,19.514,282.992,0.113,1.707,0.096,0.783,1.201,0.332,4.119,0.276436303,0.0285,0.0597,0.0242,0.0166,0.0173,0.4221,0.4238,0.4195,0.4154,0.4122,2.8509,0.561,2.85E-06,5.61E-07,2.85E-05,5.61E-06,0.0931,0.0183,0.1042,0.0202,0.1244,5.0816,3.063,19.365,25.023,19.768,28.016,0.411,0.36,0.766,89.374,165.96,1.857,3.421,10.486,-26.09,-0.78,100,0.7205,248.9372,57.9071,1.6504,0.4227,0.08,0.032,0.5347,0.0607,11.97803571,16.97575714,48.0973,77.8222,0.2104,0.0473,0.0135,0.02,0.4989,0.0198,0.1407,0.1006,0.6396,6.357,0.687
e_y_35_5,elv,inoc,35,5,6/17/22,2b,6/22/22,7/2/22,8/6/22,22.018,257.839,0.112,1.456,0.076,0.524,0.936,0.298,3.29,0.318376068,0.0369,0.0626,0.0272,0.0119,0.0175,0.4264,0.4358,0.4349,0.4295,0.4057,1.6179,0.6427,1.62E-06,6.43E-07,1.62E-05,6.43E-06,0.0521,0.0207,0.0584,0.0228,0.0812,2.5174,3.103,16.638,25.008,23.363,35.49,0.329,0.329,0.67,107.692,205.409,1.907,1.195,12.182,-25.26,0.49,91.72,0.6821,171.3478,50.8675,1.878,0.4476,0.087,0.0175,0.552,0.0445,12.44018571,18.89749286,71.0122,107.8723,0.2941,0.0465,0.0092,0.0111,0.402,0.0186,0.1299,0.0855,0.5318,6.2223,0.548
e_y_35_6,elv,inoc,35,6,6/17/22,1t,6/23/22,7/2/22,8/6/22,21.95,312.369,0.104,1.521,0.104,0.547,1.284,0.246,3.702,0.191588785,0.0276,0.0594,0.027,0.0134,0.0194,0.4172,0.452,0.4456,0.4496,0.4052,2.0902,0.6409,2.09E-06,6.41E-07,2.09E-05,6.41E-06,0.0683,0.0209,0.0764,0.0231,0.0995,3.2612,3.062,22.137,25.005,16.457,25.748,0.277,0.251,0.726,73.592,143.073,1.944,1.927,9.231,-25.3,2.8,78.65,0.6839,174.3568,47.3804,1.3058,0.4399,0.0871,0.0279,0.5549,0.058,12.60296429,19.71812143,59.4116,102.5817,0.2347,0.0468,0.0106,0.0172,0.5772,0.0146,0.1112,0.0893,0.6884,7.7108,0.617
e_y_35_7,elv,inoc,35,7,6/17/22,5t,6/22/22,7/2/22,8/6/22,18.769,402.244,0.105,2.294,0.122,0.85,1.721,0.388,5.375,0.22545032,0.0354,0.0604,0.0247,0.012,0.0158,0.4292,0.458,0.4469,0.4139,0.423,3.1887,0.7133,3.19E-06,7.13E-07,3.19E-05,7.13E-06,0.1035,0.0232,0.1158,0.0255,0.1413,4.4704,3.081,22.974,24.991,17.165,28.478,0.247,0.251,0.685,87.76,163.023,1.858,3.656,10.986,-24.94,0.8,89.96,0.6673,149.3446,55.9433,1.981,0.3458,0.0655,0.0273,0.4386,0.0482,8.665021429,14.37591429,69.4939,113.4582,0.2932,0.0648,0.0135,0.0207,0.7123,0.0234,0.1777,0.1224,0.89,7.2735,0.896
e_y_35_8,elv,inoc,35,8,6/17/22,5t,6/22/22,7/2/22,8/6/22,21.148,275.226,0.118,1.488,0.137,0.549,0.993,0.3,3.467,0.302114804,0.0277,0.061,0.0273,0.0137,0.0184,0.4226,0.4628,0.4407,0.4157,0.4122,3.195,0.8843,3.20E-06,8.84E-07,3.20E-05,8.84E-06,0.1051,0.0291,0.1177,0.0321,0.1497,3.6133,3.039,25.139,25.016,18.632,27.97,0.324,0.293,0.731,80.813,153.905,1.904,1.776,9.903,-25.74,0.95,89.12,0.7043,211.951,55.7972,1.5467,0.4078,0.0791,0.036,0.523,0.0615,12.04629286,18.08367143,57.5062,95.4608,0.2222,0.0477,0.0101,0.0136,0.4128,0.0183,0.1388,0.0897,0.5516,6.1503,0.578
e_y_70_9,elv,inoc,70,9,6/17/22,4t,6/23/22,7/2/22,8/6/22,21.859,485.974,0.124,3.088,0.116,1.137,1.857,0.481,6.679,0.259019925,0.0287,0.0594,0.0228,0.0153,0.0168,0.4262,0.4551,0.4391,0.4232,0.4101,1.7007,0.8314,1.70E-06,8.31E-07,1.70E-05,8.31E-06,0.0542,0.0265,0.0607,0.0292,0.0899,2.0456,3.135,21.79,25.009,17.628,28.53,0.26,0.252,0.691,91.651,167.641,1.829,3.973,10.891,-24.68,3.11,86.04,0.6552,133.8579,56.7272,1.6258,0.44,0.082,0.0214,0.5434,0.0598,10.84265,17.54826429,67.8,113.2143,0.3007,0.0774,0.0191,0.0284,0.7858,0.0286,0.2189,0.1535,1.0047,6.546,1.113
e_y_70_10,elv,inoc,70,10,6/17/22,6b,6/22/22,7/2/22,8/6/22,20.524,230.728,0.111,1.264,0.094,0.517,1.152,0.245,3.272,0.212673611,0.0238,0.0595,0.022,0.0164,0.0152,0.4212,0.4542,0.4407,0.4127,0.4101,3.1512,0.6888,3.15E-06,6.89E-07,3.15E-05,6.89E-06,0.1029,0.0225,0.1151,0.0248,0.1399,4.5747,3.063,NA,25.012,18.412,24.623,0.405,0.393,0.779,84.042,154.735,1.841,3.715,9.367,-26.44,4.39,81.66,0.7368,294.0637,54.083,1.2856,0.5102,0.0957,NA,NA,0.0708,14.32223571,19.15361429,45.4617,62.6539,0.201,0.0327,0.0079,0.0189,0.4755,0.0146,0.1113,0.074,0.5868,7.9259,0.545
e_y_70_11,elv,inoc,70,11,6/17/22,3t,6/22/22,7/2/22,8/6/22,27.185,418.726,0.169,2.415,0.135,1.023,1.511,0.352,5.436,0.232958306,0.0249,0.0591,0.0229,0.013,0.0148,0.4251,0.4635,0.4319,0.4241,0.42,1.671,0.3845,1.67E-06,3.84E-07,1.67E-05,3.84E-06,0.0535,0.0123,0.0598,0.0136,0.0734,4.3461,3.126,20.635,25.018,23.507,35.24,0.369,0.346,0.699,108.414,204.846,1.889,2.061,12.138,-25.47,4.79,80.29,0.6918,187.8608,62.1666,1.5467,0.5471,0.1053,0.0164,0.6688,0.0714,15.19810714,22.78390714,63.7046,101.8497,0.2758,0.0629,0.0151,0.0196,0.6408,0.0208,0.1632,0.1184,0.8039,6.7907,0.906
e_y_70_12,elv,inoc,70,12,6/17/22,5b,6/22/22,7/2/22,8/6/22,26.006,436.227,0.172,2.605,0.163,1.066,1.823,0.382,6.039,0.209544707,0.0239,0.0653,0.0222,0.014,0.0146,0.4243,0.4538,0.456,0.4187,0.4228,2.5379,0.4183,2.54E-06,4.18E-07,2.54E-05,4.18E-06,0.0814,0.0134,0.0911,0.0148,0.1058,6.0669,3.119,22.592,25.002,17.787,28.24,0.285,0.301,0.712,86.626,164.628,1.9,3.441,10.383,-25.48,4.64,80.81,0.6923,188.6929,66.1386,1.5781,0.4284,0.083,0.0224,0.5338,0.0763,11.27138571,17.89531429,62.4105,93.8206,0.2632,0.0657,0.0156,0.0255,0.7633,0.0249,0.1733,0.1318,0.9366,7.1085,1.007
e_y_105_13,elv,inoc,105,13,6/17/22,4b,6/21/22,7/2/22,8/6/22,29.793,617.345,0.192,3.495,0.164,1.419,2.126,0.494,7.698,0.232361242,0.0257,0.059,0.0221,0.0142,0.0158,0.4295,0.4477,0.413,0.428,0.4093,2.6995,0.5862,2.70E-06,5.86E-07,2.70E-05,5.86E-06,0.0873,0.019,0.0977,0.0209,0.1186,4.6051,3.092,26.67,25.011,23.015,33.365,0.328,0.322,0.673,106.766,197.329,1.848,1.538,11.508,-25.77,5.65,80.91,0.7057,214.8493,64.4447,1.6549,0.5035,0.0948,0.0273,0.6257,0.0702,13.90685714,20.16086429,70.1677,103.618,0.2909,0.0865,0.0224,0.0301,0.9099,0.0292,0.2212,0.1682,1.1311,6.7258,1.283
e_y_105_14,elv,inoc,105,14,6/17/22,6t,6/23/22,7/2/22,8/6/22,27.393,539.117,0.171,3.155,0.137,1.525,2.39,0.399,7.606,0.166945607,0.0219,0.0587,0.0225,0.016,0.0137,0.4231,0.45,0.4326,0.4164,0.409,2.2939,0.736,2.29E-06,7.36E-07,2.29E-05,7.36E-06,0.0747,0.024,0.0836,0.0264,0.11,3.1167,3.07,22.034,28.851,19.441,34.753,0.305,0.277,0.705,95.228,172.043,1.807,3.506,12.724,-24.91,11.67,63.55,0.6659,147.4559,62.4247,1.3671,0.5437,0.1001,0.0294,0.6731,0.0813,14.2206,25.42094286,63.741,125.4621,0.275,0.0776,0.0209,0.0381,0.9951,0.0234,0.1796,0.1601,1.1746,7.3368,1.268
e_y_105_15,elv,inoc,105,15,6/17/22,1t,6/22/22,7/2/22,8/6/22,25.635,558.797,0.165,2.966,0.143,1.48,2.442,0.345,7.376,0.141277641,0.0215,0.0563,0.025,0.0134,0.0147,0.418,0.4563,0.4342,0.4314,0.4073,2.1458,0.5077,2.15E-06,5.08E-07,2.15E-05,5.08E-06,0.0695,0.0165,0.0778,0.0181,0.0959,4.2266,3.086,22.536,25.003,18.912,29.083,0.295,0.305,0.704,88.631,169.443,1.912,2.34,10.376,-24.49,7.55,75.43,0.6465,123.7033,64.3651,1.3858,0.4992,0.0972,0.0255,0.622,0.0837,13.64717857,20.98672143,64.1085,95.3541,0.2693,0.0808,0.0217,0.0328,1.0536,0.0194,0.1574,0.1547,1.211,7.8291,1.229
e_y_105_16,elv,inoc,105,16,6/17/22,1b,6/23/22,7/2/22,8/6/22,30.357,468.351,0.191,2.469,0.178,0.985,1.553,0.43,5.615,0.276883451,0.022,0.0591,0.0258,0.0152,0.0141,0.4219,0.447,0.4386,0.4229,0.3989,2.3413,0.4428,2.34E-06,4.43E-07,2.34E-05,4.43E-06,0.0778,0.0147,0.0871,0.0162,0.1033,5.2877,3.01,26.614,25.002,21.07,30.841,0.382,0.394,0.736,97.007,181.266,1.869,2.909,11.091,-25.45,7.66,75.11,0.6909,186.2095,62.9179,1.3861,0.5462,0.104,0.0255,0.6757,0.081,15.20111429,22.25048571,55.1571,78.2766,0.2469,0.0719,0.0139,0.0236,0.6567,0.0254,0.1922,0.1348,0.849,6.2992,0.936
e_y_140_17,elv,inoc,140,17,6/17/22,2t,6/23/22,7/2/22,8/6/22,20.808,524.333,0.111,2.96,0.104,1.594,2.158,0.335,7.151,0.15523633,0.0219,0.0586,0.0216,0.0154,0.0099,0.4211,0.4387,0.4256,0.4296,0.3565,1.6899,0,1.69E-06,0,1.69E-05,0,0.0541,0,0.0606,0,0.0606,NA,3.123,18.822,25.008,15.907,21.728,0.324,0.349,0.767,70.269,130.732,1.86,2.293,7.915,-25.06,13.23,59.5,0.6728,157.1857,53.3449,1.1683,0.4695,0.089,0.0182,0.5767,0.0764,13.61606429,18.59871429,49.0957,62.2579,0.2079,0.0685,0.0157,0.0333,0.9271,0.0196,0.147,0.1371,1.074,7.832,1.192
e_y_140_18,elv,inoc,140,18,6/17/22,2b,6/22/22,7/2/22,8/6/22,27.31,488.27,0.165,2.697,0.136,1.229,1.833,0.351,6.246,0.191489362,0.0249,0.0575,0.0214,0.0143,0.0139,0.4204,0.4556,0.44,0.4179,0.4281,1.5402,0,1.54E-06,0,1.54E-05,0,0.0505,0,0.0565,0,0.0565,NA,3.049,24.401,24.997,17.449,30.572,0.254,0.265,0.688,79.587,165.036,2.074,1.198,10.418,-24.55,8.46,73.1,0.6492,126.8118,60.4174,1.5032,0.4132,0.0873,0.0148,0.5154,0.0706,11.60801429,20.33814286,68.6969,115.366,0.2773,0.0651,0.0171,0.0262,0.766,0.0202,0.1599,0.1286,0.9259,7.201,1.041
e_y_140_19,elv,inoc,140,19,6/17/22,4t,6/23/22,7/2/22,8/6/22,31.772,598.526,0.268,3.685,0.152,1.389,1.902,0.518,7.646,0.2723449,0.0168,0.0588,0.0238,0.0162,0.0171,0.4143,0.442,0.4436,0.4304,0.4115,1.5679,0.2286,1.57E-06,2.29E-07,1.57E-05,2.29E-06,0.0521,0.0076,0.0584,0.0084,0.0667,6.8601,3.007,25.487,25.003,22.915,33.711,0.37,0.367,0.706,108.413,200.046,1.845,3.009,12.162,-25.29,14.87,54.82,0.6835,173.5988,84.351,1.4146,0.5982,0.1125,0.0243,0.7349,0.1194,16.19931429,23.83133571,61.9324,91.8556,0.2728,0.0946,0.0237,0.0307,0.8186,0.0305,0.229,0.1795,1.0475,5.8346,1.274
e_y_140_20,elv,inoc,140,20,6/17/22,1t,6/23/22,7/2/22,8/6/22,27.568,707.295,0.19,4.124,0.18,1.893,2.678,0.548,9.423,0.204630321,0.024,0.0578,0.0263,0.0156,0.0157,0.421,0.4528,0.4356,0.4409,0.4197,2.003,0.2703,2.00E-06,2.70E-07,2.00E-05,2.70E-06,0.065,0.0088,0.0728,0.0097,0.0825,7.4103,3.08,26.347,25.005,19.197,30.657,0.274,0.225,0.678,96.5,176.805,1.832,3.136,11.334,-25.16,10.18,68.19,0.6774,164.0881,68.9205,1.6534,0.4555,0.085,0.0183,0.5589,0.0771,11.6106,18.54176429,70.062,136.2533,0.3042,0.1173,0.0298,0.0419,1.1807,0.0317,0.2481,0.2206,1.4288,6.4781,1.571
e_y_210_21,elv,inoc,210,21,6/17/22,3t,6/23/22,7/2/22,8/6/22,20.368,558.312,0.105,3.418,0.117,1.514,2.361,0.296,7.706,0.125370606,0.029,0.0598,0.0216,0.0108,0.0122,0.4237,0.4383,0.447,0.4255,0.4158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.058,21.726,25.006,17.225,26.391,0.317,0.321,0.746,73.236,142.798,1.95,1.55,9.364,-25.31,18.15,45.69,0.6844,175.1188,51.5515,1.4965,0.3819,0.0759,NA,NA,0.0569,11.50989286,17.63469286,54.3375,82.215,0.2087,0.0801,0.0184,0.0255,1.0046,0.0177,0.1297,0.1417,1.1343,8.0033,1.284
e_y_210_22,elv,inoc,210,22,6/17/22,6t,6/22/22,7/2/22,8/6/22,24.863,602.916,0.148,3.702,0.141,2.369,4.414,0.257,10.883,0.058223833,0.0185,0.0554,0.0192,0.0118,0.011,0.4201,0.4548,0.446,0.4068,0.4119,1.7539,0.3858,1.75E-06,3.86E-07,1.75E-05,3.86E-06,0.058,0.0128,0.0649,0.0141,0.0789,4.5462,3.025,21.098,25.008,15.085,22.647,0.274,0.282,0.746,68.667,134.047,1.952,2.545,8.514,-24.97,19.68,41.34,0.6687,151.2614,59.5262,1.0989,0.4877,0.097,0.0233,0.608,0.0947,13.72794286,20.60965714,55.0547,80.3085,0.2192,0.0763,0.026,0.0522,1.7955,0.0142,0.1169,0.1688,1.9124,11.3301,1.814
e_y_210_23,elv,inoc,210,23,6/17/22,1t,6/23/22,7/2/22,8/6/22,23.385,623.294,0.129,3.688,0.104,1.828,2.536,0.177,8.333,0.069794953,0.0255,0.0549,0.0191,0.0137,0.0101,0.4221,0.4501,0.4264,0.4557,0.409,1.5671,0,1.57E-06,0,1.57E-05,0,0.0498,0,0.0557,0,0.0557,NA,3.149,20.44,25.006,19.428,27.934,0.371,0.35,0.75,84.625,164.609,1.945,1.941,9.909,-24.55,19.79,41.03,0.6492,126.8118,55.1636,1.4083,0.469,0.093,0.0156,0.5775,0.0664,13.7951,19.8349,52.3666,79.8114,0.223,0.0764,0.0185,0.0346,1.1557,0.0097,0.0797,0.1392,1.2353,8.8723,1.389
e_y_210_24,elv,inoc,210,24,6/17/22,2t,6/22/22,7/2/22,8/6/22,24.857,778.588,0.153,4.77,0.118,2.587,3.64,0.278,11.393,0.076373626,0.0206,0.0572,0.02,0.0142,0.0101,0.4227,0.4296,0.4414,0.4566,0.3535,1.7086,1.4819,1.71E-06,1.48E-06,1.71E-05,1.48E-05,0.0557,0.0483,0.0624,0.0532,0.1156,1.153,3.067,22.424,24.991,15.039,22.154,0.274,0.288,0.746,69.622,130.373,1.873,2.773,8.191,-24.85,20.06,40.26,0.6631,143.7608,61.5521,1.2686,0.4283,0.0817,0.0388,0.5488,0.0859,11.85490714,17.46350714,54.8869,76.9236,0.2246,0.1007,0.0261,0.0517,1.6619,0.0159,0.1194,0.1944,1.7813,9.1615,1.899
e_y_280_25,elv,inoc,280,25,6/17/22,1b,6/22/22,7/2/22,8/6/22,31.947,748.133,0.261,4.852,0.193,2.592,3.295,0.239,11.171,0.072534143,0.0215,0.0585,0.0197,0.0148,0.0126,0.4269,0.4523,0.4383,0.4436,0.4132,3.356,2.3161,3.36E-06,2.32E-06,3.36E-05,2.32E-05,0.1099,0.0758,0.123,0.0836,0.2066,1.449,3.054,25.242,25.006,16.434,29.419,0.195,0.186,0.628,90.278,171.66,1.901,3.475,11.007,-23.2,16.71,39.17,0.5869,73.7939,81.6978,1.7598,0.4004,0.0776,0.0456,0.5236,0.0918,9.338714286,16.71751429,84.2769,158.1667,0.3497,0.1053,0.0326,0.0489,1.4617,0.014,0.1081,0.2008,1.5698,7.8195,1.862
e_y_280_26,elv,inoc,280,26,6/17/22,1b,6/23/22,7/2/22,8/6/22,22.24,851.228,0.139,5.626,0.162,3.146,4.421,0.204,13.559,0.046143406,0.022,0.0557,0.0195,0.0146,0.0111,0.4223,0.4498,0.4386,0.4517,0.4222,1.8565,0.9882,1.86E-06,9.88E-07,1.86E-05,9.88E-06,0.0603,0.0321,0.0675,0.0354,0.1029,1.8788,3.077,25.901,25.003,14.629,23.871,0.245,0.245,0.728,72.988,137.935,1.89,3.683,9.284,-23.86,18.77,32.09,0.6174,95.7741,62.5,1.3725,0.4151,0.0799,0.0272,0.5222,0.0811,10.65865,17.39235,59.7102,97.4327,0.252,0.1162,0.035,0.0644,1.9968,0.0114,0.0918,0.2269,2.0886,9.2043,2.26
e_y_280_27,elv,inoc,280,27,6/17/22,6b,6/22/22,7/2/22,8/6/22,27.458,924.723,0.232,6.573,0.173,3.553,5.527,0.439,16.265,0.079428261,0.0186,0.0572,0.02,0.0161,0.013,0.4229,0.4624,0.432,0.4535,0.4214,2.894,0.6444,2.89E-06,6.44E-07,2.89E-05,6.44E-06,0.094,0.0209,0.1052,0.0231,0.1282,4.4912,3.08,22.185,25.003,16.837,25.98,0.22,0.229,0.659,86.862,161.126,1.855,3.088,9.716,-23.54,18.1,34.39,0.6026,84.3351,84.4927,1.5749,0.4305,0.0814,0.0321,0.5439,0.1075,10.69054286,16.49582857,76.5318,113.4498,0.3147,0.1389,0.0464,0.0892,2.5067,0.0251,0.203,0.2996,2.7097,9.0436,2.711
